barrier,N,t,nh,
circular,4,
circular,8,
circular,11,
circular,16,
circular,20,
elliptical,4,
elliptical,8,
elliptical,11,
elliptical,16,
elliptical,20,
square,4,
square,8,
square,11,
square,16,
square,20,
triangle,4,
triangle,8,
triangle,11,
triangle,16,
triangle,20,
time_varying,4,
time_varying,8,
time_varying,11,
time_varying,16,
time_varying,20,
