Barrier Name,N,Seed,Completion Time (s),Negative Iterations,Circle Time (%),Ellipse Time (%),Triangle Time (%),Square Time (%)
delta(circular-elliptical-square-triangle),4,5,39.633,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),8,1,20.922,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),8,2,22.275000000000002,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),8,3,22.671,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),8,4,18.282,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),8,5,21.384,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),11,1,20.295,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),11,2,25.839000000000002,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),11,3,16.896,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),11,4,16.896,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),11,5,20.295,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),16,1,24.849,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),16,2,30.954,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),16,3,24.75,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),16,4,25.806,0,0.0,0.0,0.0,0.0
delta(circular-elliptical-square-triangle),16,5,30.228,0,0.0,0.0,0.0,0.0
